fbus;tbus;r;x;b;rateA;rateB;rateC;ratio;angle;status;angmin;angmax
975;994;2.825;5.5167;0;50;60;90;0;0;1;-30;30
999;975;0.00125;0.1;0;32.26;38.71;58.06;1;0;1;-30;30
1002;975;0.00125;0.1;0;108.08;129.69;194.54;1;0;1;-30;30
1003;975;0.00125;0.1;0;58.46;70.15;105.23;1;0;1;-30;30
975;1005;0.00869;0.04109;0;39.88;47.85;71.78;0;0;1;-30;30
975;1005;0.20351;1.2428;0;50;60;90;0;0;1;-30;30
1009;975;0.00125;0.1;0;88.94;106.73;160.09;1;0;1;-30;30
1017;975;0.00125;0.1;0;50;60;90;1;0;1;-30;30
976;1009;0.00048;0.00567;0;916.85;1100.22;1650.33;0;0;1;-30;30
982;977;0.00125;0.1;0;26.79;32.15;48.23;1.01;0;1;-30;30
982;978;0.00125;0.1;0;26.79;32.15;48.23;1.01;0;1;-30;30
987;979;0.00212;0.08472;0;113.06;135.67;203.5;1.01;0;1;-30;30
982;993;0.0001;0.00079;0;52.4;62.88;94.31;0;0;1;-30;30
983;987;0.00125;0.1;0;40.76;48.91;73.37;1;0;1;-30;30
983;993;0.00125;0.1;0;50;60;90;1;0;1;-30;30
983;994;0.00125;0.1;0;50;60;90;1;0;1;-30;30
983;995;0.00018;0.00209;0;811.55;973.87;1460.8;0;0;1;-30;30
983;999;0.001;0.23876;0;50;60;90;0;0;1;-30;30
983;1003;0.00082;0.0099;0;686.5;823.8;1235.7;0;0;1;-30;30
983;1003;1.188;4.3846;0;50;60;90;0;0;1;-30;30
983;1005;0.00125;0.1;0;42;50.4;63;1;0;1;-30;30
983;1009;7.2424;14.446;0;50;60;90;0;0;1;-30;30
983;1011;0.00125;0.1;0;49.02;58.83;88.24;1.01;0;1;-30;30
983;1017;1.4182;3.6506;0;50;60;90;0;0;1;-30;30
984;990;0.00022;0.00266;0;890.85;1069.02;1603.53;0;0;1;-30;30
984;1002;0.00015;0.00187;0;895.79;1074.94;1612.42;0;0;1;-30;30
988;985;0.00212;0.08472;0;111;133.2;199.81;1.01;0;1;-30;30
986;1005;0.00335;0.02268;0;141.54;169.84;254.77;0;0;1;-30;30
986;1018;0.00084;0.00414;0;50;60;90;0;0;1;-30;30
989;987;0.00125;0.1;0;211.95;254.34;381.51;1;0;1;-30;30
987;992;0.00015;0.00146;0;73.9;88.68;133.01;0;0;1;-30;30
987;993;0.13343;0.72744;0;50;60;90;0;0;1;-30;30
987;994;0.73118;1.9852;0;50;60;90;0;0;1;-30;30
999;987;0.00125;0.1;0;63.24;75.89;113.83;1;0;1;-30;30
1002;987;0.00125;0.1;0;138.83;166.6;249.9;1;0;1;-30;30
1003;987;0.00125;0.1;0;44.94;53.93;67.41;1;0;1;-30;30
987;1004;0.00212;0.08472;0;114.12;136.95;205.42;1.01;0;1;-30;30
987;1005;0.05611;0.44343;0;50;60;90;0;0;1;-30;30
1009;987;0.00125;0.1;0;57.94;69.52;104.29;1;0;1;-30;30
1017;987;0.00125;0.1;0;36.1;43.32;64.99;1;0;1;-30;30
988;1003;0.00031;0.00634;0;553.94;664.73;997.09;0;0;1;-30;30
989;993;0.00125;0.1;0;183.08;219.7;329.55;1;0;1;-30;30
989;994;0.00125;0.1;0;177.61;213.13;319.69;1;0;1;-30;30
989;1001;0.00032;0.00387;0;1164.95;1397.94;2096.91;0;0;1;-30;30
989;1002;0.01432;0.3013;0;78.81;94.57;118.21;0;0;1;-30;30
989;1003;8.581;12.406;0;50;60;90;0;0;1;-30;30
989;1005;0.00125;0.1;0;199.64;239.57;359.36;1;0;1;-30;30
989;1009;6.0369;10.783;0;50;60;90;0;0;1;-30;30
989;1012;0.00212;0.08472;0;110.57;132.69;199.03;1.00865;0;1;-30;30
989;1017;8.4155;12.671;0;50;60;90;0;0;1;-30;30
990;1600;0.0001;0.01;0;351.45;421.74;527.18;0;0;1;-30;30
1002;991;0.00212;0.08472;0;119.18;143.02;214.53;1.00699;0;1;-30;30
992;998;0.00015;0.0015;0;90;108;162;0;0;1;-30;30
993;994;2.2938;5.9872;0;50;60;90;0;0;1;-30;30
999;993;0.00125;0.1;0;32.3;38.76;58.15;1;0;1;-30;30
1002;993;0.00125;0.1;0;108.13;129.76;194.63;1;0;1;-30;30
1003;993;0.00125;0.1;0;58.41;70.09;105.14;1;0;1;-30;30
993;1005;0.19088;1.317;0;50;60;90;0;0;1;-30;30
993;1005;0.00853;0.04201;0;38.96;46.75;70.12;0;0;1;-30;30
1009;993;0.00125;0.1;0;88.89;106.67;160;1;0;1;-30;30
1017;993;0.00125;0.1;0;50;60;90;1;0;1;-30;30
999;994;0.00125;0.1;0;27.29;32.74;49.11;1;0;1;-30;30
1002;994;0.00125;0.1;0;102.93;123.51;185.27;1;0;1;-30;30
1003;994;0.00125;0.1;0;63.59;76.31;114.46;1;0;1;-30;30
994;1005;0.00823;0.04077;0;52.53;63.04;94.56;0;0;1;-30;30
994;1005;0.16809;0.83657;0;50;60;90;0;0;1;-30;30
994;1005;0.00808;0.04165;0;51.5;61.8;92.7;0;0;1;-30;30
1009;994;0.00125;0.1;0;94;112.8;169.2;1;0;1;-30;30
1017;994;0.00125;0.1;0;50;60;90;1;0;1;-30;30
1002;996;0.00212;0.08472;0;119.18;143.02;214.53;1.00699;0;1;-30;30
1002;997;0.00212;0.08472;0;119.18;143.02;214.53;1.00699;0;1;-30;30
999;1003;1.2138;4.3033;0;50;60;90;0;0;1;-30;30
999;1005;0.00125;0.1;0;48.98;58.78;88.17;1;0;1;-30;30
999;1009;7.088;14.718;0;50;60;90;0;0;1;-30;30
999;1010;0.00125;0.1;0;48.46;58.15;87.23;1.01;0;1;-30;30
999;1017;1.2635;4.1373;0;50;60;90;0;0;1;-30;30
999;1017;0.00081;0.0101;0;282.02;338.43;507.64;0;0;1;-30;30
1000;1007;0.00109;0.00516;0;92.02;110.42;138.03;0;0;1;-30;30
1000;1801;0.0001;0.01;0;83.7;98.6;125.55;0;0;1;-30;30
1001;1002;0.00025;0.00245;0;1167.4;1400.88;2101.32;0;0;1;-30;30
1002;1003;4.6591;9.4072;0;50;60;90;0;0;1;-30;30
1002;1005;0.00125;0.1;0;125.33;150.39;225.59;1;0;1;-30;30
1002;1009;3.3811;7.2708;0;50;60;90;0;0;1;-30;30
1002;1017;4.0269;9.7909;0;50;60;90;0;0;1;-30;30
1003;1005;0.00066;0.04694;0;90.49;108.58;162.88;1.01;0;1;-30;30
1003;1005;-0.005978;0.1;0;41.52;49.82;74.73;1;0;1;-30;30
1003;1009;0.00056;0.0066;0;462.9;555.48;833.23;0;0;1;-30;30
1003;1009;0.20386;1.4006;0;50;60;90;0;0;1;-30;30
1003;1017;0.001;0.42538;0;14.88;17.85;26.78;0;0;1;-30;30
1005;1007;0.00342;0.02226;0;92.8;111.36;139.2;0;0;1;-30;30
1005;1008;0.00137;0.01316;0;99.51;119.41;179.12;0;0;1;-30;30
1009;1005;0.00125;0.1;0;72.16;86.6;129.89;1;0;1;-30;30
1005;1013;0.00135;0.01345;0;98.66;118.39;177.59;0;0;1;-30;30
1005;1015;0.00176;0.01865;0;216.35;259.62;389.43;0;0;1;-30;30
1017;1005;0.0003;0.0128;0;172.68;207.22;310.83;1.01;0;1;-30;30
1017;1005;-0.007281;0.1;0;22.37;26.84;40.26;1;0;1;-30;30
1006;1007;0.00083;0.00423;0;50;60;90;0;0;1;-30;30
1009;1015;0.00039;0.0166;0;215.71;258.85;388.28;0.99;-0.069;1;-30;30
1009;1017;0.17219;1.4865;0;50;60;90;0;0;1;-30;30
1019;1026;0.00099;0.00946;0;1569.29;1883.15;2824.73;0;0;1;-30;30
1019;1030;2.3193;5.3785;0;50;60;90;0;0;1;-30;30
1019;1035;0.04427;0.49316;0;26.88;32.26;40.32;0;0;1;-30;30
1019;1046;0.001;0.20909;0;50;60;90;0;0;1;-30;30
1019;1049;0.00062;0.00513;0;1522;1826.39;2739.59;0;0;1;-30;30
1019;1050;1.3839;4.6757;0;50;60;90;0;0;1;-30;30
1019;1052;2.7622;4.8091;0;50;60;90;0;0;1;-30;30
1019;1067;0.05862;0.78193;0;18.51;22.22;33.32;0;0;1;-30;30
1020;1023;0.00028;0.0023;0;50;60;90;0;0;1;-30;30
1020;1033;0.00741;0.04228;0;99.8;119.76;179.64;0;0;1;-30;30
1020;1055;0.00238;0.02086;0;334.16;400.99;601.49;0;0;1;-30;30
1020;1491;0.0001;0.01;0;169.84;203.8;254.76;0;0;1;-30;30
1021;1051;0.00215;0.01032;0;125.43;150.52;225.78;0;0;1;-30;30
1021;1066;0.00508;0.02933;0;39.97;47.96;59.95;0;0;1;-30;30
1021;1066;0.00573;0.02128;0;53.98;64.78;80.98;0;0;1;-30;30
1022;1033;0.00125;0.1;0;54.55;65.46;98.18;1;0;1;-30;30
1022;1034;0.04068;0.31481;0;50;60;90;0;0;1;-30;30
1022;1055;0.00125;0.1;0;104.44;125.32;156.65;1;0;1;-30;30
1024;1050;0.00022;0.00171;0;446.5;535.8;669.75;0;0;1;-30;30
1024;2570;0.0001;0.01;0;442.12;530.55;663.18;0;0;1;-30;30
1025;1028;6.00E-05;0.00065;0;68.97;82.76;124.15;0;0;1;-30;30
1025;1059;0.00125;0.1;0;70.64;84.77;127.16;1.01;0;1;-30;30
1027;1035;0.14919;0.96898;0;18.24;21.89;32.83;0;0;1;-30;30
1027;1038;0.0005;0.00403;0;348.5;418.2;627.3;0;0;1;-30;30
1027;1039;0.83857;2.3722;0;50;60;90;0;0;1;-30;30
1027;1042;0.00047;0.00384;0;542.08;650.5;975.75;0;0;1;-30;30
1027;1044;0.02232;0.34692;0;66.74;80.09;100.11;0;0;1;-30;30
1027;1049;0.15909;0.88096;0;19.97;23.96;35.94;0;0;1;-30;30
1027;1395;0.0001;0.01;0;479.68;575.61;719.52;0;0;1;-30;30
1028;1035;0.00034;0.00341;0;1096.71;1316.05;1974.08;0;0;1;-30;30
1028;1050;0.00043;0.00419;0;1053.06;1263.67;1895.51;0;0;1;-30;30
1029;1031;0.00021;0.00179;0;875.32;1050.39;1575.58;0;0;1;-30;30
1029;1032;0.00043;0.00418;0;1009.8;1211.76;1817.64;0;0;1;-30;30
1029;1036;0.0002;0.00192;0;551.64;661.96;827.45;0;0;1;-30;30
1030;1031;0.0009;0.0069;0;882.91;1059.49;1589.24;0;0;1;-30;30
1030;1035;6.5911;12.32;0;50;60;90;0;0;1;-30;30
1030;1046;2.3647;5.2688;0;50;60;90;0;0;1;-30;30
1030;1050;0.02292;0.4694;0;25.83;31;38.75;0;0;1;-30;30
1030;1052;0.52796;1.8901;0;50;60;90;0;0;1;-30;30
1030;1067;0.22517;1.343;0;50;60;90;0;0;1;-30;30
1030;1373;0.0001;0.01;0;369.18;443.02;553.77;0;0;1;-30;30
1032;1040;8.00E-05;0.00061;0;69.01;82.81;124.21;0;0;1;-30;30
1032;1049;0.00037;0.00335;0;1046.78;1256.13;1884.2;0;0;1;-30;30
1034;1033;0.00125;0.1;0;90.01;108.02;135.02;1;0;1;-30;30
1033;1055;0.69967;2.4529;0;50;60;90;0;0;1;-30;30
1033;1516;0.0001;0.01;0;222.65;267.18;333.97;0;0;1;-30;30
1034;1043;0.00111;0.00985;0;801.08;961.3;1441.94;0;0;1;-30;30
1034;1047;0.0001;0.00107;0;68.29;81.95;122.93;0;0;1;-30;30
1034;1055;0.00125;0.1;0;60.13;72.15;108.23;1;0;1;-30;30
1034;1063;0.00128;0.00706;0;828.08;993.7;1242.12;0;0;1;-30;30
1034;1065;0.00082;0.00915;0;1079.72;1295.67;1943.5;0;0;1;-30;30
1035;1039;0.10747;0.83054;0;89.24;107.09;133.86;0;0;1;-30;30
1035;1044;0.19957;1.1759;0;18.76;22.51;33.77;0;0;1;-30;30
1035;1046;0.00063;0.00502;0;1312.42;1574.91;2362.36;0;0;1;-30;30
1035;1046;0.04335;0.50265;0;50;60;90;0;0;1;-30;30
1035;1049;0.001;0.22934;0;50;60;90;0;0;1;-30;30
1035;1049;0;0.0002;0;717.53;861.03;1076.29;0;0;1;-30;30
1035;1050;5.3911;9.2292;0;50;60;90;0;0;1;-30;30
1035;1052;7.5083;11.995;0;50;60;90;0;0;1;-30;30
1035;1067;0.37285;1.9161;0;50;60;90;0;0;1;-30;30
1035;2764;0.0001;0.01;0;772.45;926.95;1158.68;0;0;1;-30;30
1036;1400;0.0001;0.01;0;434.82;521.78;652.23;0;0;1;-30;30
1055;1037;0.00125;0.1;0;65.88;79.06;118.59;1.00304;0;1;-30;30
1038;1389;0.0001;0.01;0;460.39;552.47;690.59;0;0;1;-30;30
1039;1044;0.85817;1.8669;0;50;60;90;0;0;1;-30;30
1039;1049;0.11009;0.78594;0;94.02;112.82;141.02;0;0;1;-30;30
1039;1061;0.00139;0.01463;0;1660.05;1992.06;2490.08;0;0;1;-30;30
1039;1064;0.0009;0.0069;0;1148.47;1378.16;2067.25;0;0;1;-30;30
1039;1069;0.00092;0.00675;0;1174.26;1409.11;2113.66;0;0;1;-30;30
1039;1364;0.0001;0.01;0;1706.47;2047.76;2559.7;0;0;1;-30;30
1040;1058;0.00125;0.1;0;70.51;84.61;126.91;1.01;0;1;-30;30
1041;1052;0.00051;0.00517;0;952.95;1143.54;1429.42;0;0;1;-30;30
1041;1067;0.00081;0.00793;0;1490.36;1788.43;2682.64;0;0;1;-30;30
1041;1068;6.00E-05;0.00057;0;1341.82;1610.18;2415.27;0;0;1;-30;30
1042;1056;0.00053;0.00407;0;544.1;652.92;979.37;0;0;1;-30;30
1043;1054;0.01321;0.29672;0;167.53;201.04;251.3;0;0;1;-30;30
1043;1367;0.0001;0.01;0;549.98;659.98;824.97;0;0;1;-30;30
1044;1049;0.20839;1.0896;0;20.48;24.58;36.86;0;0;1;-30;30
1044;1063;0.00055;0.00435;0;820.94;985.13;1231.42;0;0;1;-30;30
1044;1401;0.0001;0.01;0;748.44;898.13;1122.66;0;0;1;-30;30
1045;1051;0.00125;0.1;0;60.94;73.13;91.41;1;0;1;-30;30
1045;1053;0.00125;0.1;0;65.18;78.21;97.76;1;0;1;-30;30
1045;1056;0.00056;0.00478;0;546.38;655.65;983.48;0;0;1;-30;30
1045;1057;0.04574;0.9135;0;50;60;90;0;0;1;-30;30
1045;1060;0.00148;0.01585;0;593.39;712.07;1068.1;0;0;1;-30;30
1045;1060;0.11868;1.419;0;50;60;90;0;0;1;-30;30
1045;1065;0.001;0.26057;0;50;60;90;0;0;1;-30;30
1045;1066;0.00026;0.02338;0;222.29;266.75;333.43;1.01;-0.088;1;-30;30
1046;1050;1.3538;4.3294;0;50;60;90;0;0;1;-30;30
1046;1052;2.8143;4.7068;0;50;60;90;0;0;1;-30;30
1046;1067;0.0574;0.79695;0;19.59;23.51;35.26;0;0;1;-30;30
1046;1068;0.00032;0.00223;0;1339.98;1607.97;2411.96;0;0;1;-30;30
1048;1050;0.00021;0.00175;0;874.03;1048.83;1573.25;0;0;1;-30;30
1049;2588;0.0001;0.01;0;631.89;758.27;947.84;0;0;1;-30;30
1050;1052;0.92403;2.0901;0;50;60;90;0;0;1;-30;30
1050;1067;0.12489;1.0063;0;13.97;16.76;25.14;0;0;1;-30;30
1050;2648;0.0001;0.01;0;418.28;501.93;627.42;0;0;1;-30;30
1051;1053;0.00467;0.01597;0;126.86;152.23;228.34;0;0;1;-30;30
1051;1053;0.01788;0.22783;0;50;60;90;0;0;1;-30;30
1057;1051;0.00125;0.1;0;56.51;67.82;101.73;1;0;1;-30;30
1060;1051;0.00125;0.1;0;115.58;138.69;173.37;1;0;1;-30;30
1065;1051;0.00125;0.1;0;40.45;48.54;72.8;1;0;1;-30;30
1051;1397;0.0001;0.01;0;208;249.6;312;0;0;1;-30;30
1052;1067;0.33311;1.1786;0;50;60;90;0;0;1;-30;30
1052;1398;0.0001;0.01;0;750.01;900.01;1125.01;0;0;1;-30;30
1057;1053;0.00125;0.1;0;76.79;92.15;138.22;1;0;1;-30;30
1060;1053;0.00125;0.1;0;152.21;182.65;228.32;1;0;1;-30;30
1065;1053;0.00125;0.1;0;20.36;24.43;36.64;1;0;1;-30;30
1053;1066;0.00202;0.00976;0;133.17;159.8;199.76;0;0;1;-30;30
1055;1062;0.00125;0.1;0;68.72;82.46;123.69;1.00304;0;1;-30;30
1055;1361;0.0001;0.01;0;160.38;192.46;240.57;0;0;1;-30;30
1057;1060;0.001;0.25468;0;50;60;90;0;0;1;-30;30
1057;1065;0.00129;0.01393;0;655.6;786.72;1180.07;0;0;1;-30;30
1057;1065;0.04182;0.98622;0;50;60;90;0;0;1;-30;30
1057;2504;0.0001;0.01;0;322.99;387.59;484.49;0;0;1;-30;30
1060;1065;0.1271;1.2986;0;50;60;90;0;0;1;-30;30
1060;2779;0.0001;0.01;0;522.01;626.41;783.01;0;0;1;-30;30
1061;1408;0.0001;0.01;0;1673.42;2008.11;2510.13;0;0;1;-30;30
1065;1404;0.0001;0.01;0;219.85;263.82;329.78;0;0;1;-30;30
1066;1495;0.0001;0.01;0;274.73;329.68;412.1;0;0;1;-30;30
1067;1363;0.0001;0.01;0;338.29;405.94;507.43;0;0;1;-30;30
1070;1071;0;0.00022;0;50;60;90;0;0;1;-30;30
1071;1105;0.02804;0.1256;0;152.85;183.42;229.28;0;0;1;-30;30
1071;1110;0.01126;0.04725;0;133.56;160.28;200.34;0;0;1;-30;30
1071;1122;0.00538;0.02004;0;150.64;180.76;225.96;0;0;1;-30;30
1071;1131;0.00269;0.01294;0;147.4;176.88;221.1;0;0;1;-30;30
1072;1076;0;0.00028;0;50;60;90;0;0;1;-30;30
1072;1109;0.00686;0.03094;0;114.78;137.73;172.17;0;0;1;-30;30
1072;1129;0.00961;0.03842;0;135.38;162.46;203.07;0;0;1;-30;30
1073;1133;0.00036;0.00073;0;24.98;29.98;44.97;0;0;1;-30;30
1074;1084;0;0.00022;0;50;60;90;0;0;1;-30;30
1075;1099;0.00874;0.01733;0;19.61;23.53;35.29;0;0;1;-30;30
1075;1099;0.00893;0.01872;0;18.35;22.02;33.03;0;0;1;-30;30
1075;1130;0.00076;0.0021;0;57.29;68.75;103.12;0;0;1;-30;30
1077;1133;0;0.00028;0;50;60;90;0;0;1;-30;30
1078;1085;0.00071;0.00182;0;122.8;147.36;221.03;0;0;1;-30;30
1078;1098;0.01037;0.02151;0;121.48;145.78;218.66;0;0;1;-30;30
1079;1117;0;0.00022;0;50;60;90;0;0;1;-30;30
1080;1097;0;0.00027;0;50;60;90;0;0;1;-30;30
1081;1137;0.00041;0.00184;0;81.74;98.08;147.13;0;0;1;-30;30
1082;1085;0.02972;0.12473;0;35.88;43.05;53.81;0;0;1;-30;30
1082;1085;0.03336;0.11005;0;40;48;60;0;0;1;-30;30
1082;1088;0.02722;0.11886;0;53.06;63.67;95.5;0;0;1;-30;30
1082;1113;0.00278;0.01078;0;40.14;48.17;60.21;0;0;1;-30;30
1082;1138;0.00244;0.00946;0;20.17;24.21;36.31;0;0;1;-30;30
1082;1138;0.00215;0.00965;0;19.93;23.92;35.88;0;0;1;-30;30
1082;1138;0.00244;0.00935;0;20.39;24.47;36.71;0;0;1;-30;30
1083;1119;0.00424;0.01913;0;22.49;26.99;40.49;0;0;1;-30;30
1084;1091;0.00565;0.02021;0;110.14;132.17;198.26;0;0;1;-30;30
1084;1111;0.02361;0.05307;0;50;60;90;0;0;1;-30;30
1084;1117;0.00561;0.02087;0;50;60;90;0;0;1;-30;30
1084;1122;0.04257;0.11516;0;69.86;83.83;104.79;0;0;1;-30;30
1085;1096;0.00094;0.00424;0;72.25;86.7;130.05;0;0;1;-30;30
1085;1104;0.03196;0.14997;0;109.81;131.77;164.71;0;0;1;-30;30
1085;1105;0.01907;0.07388;0;87.9;105.48;131.85;0;0;1;-30;30
1085;1112;0.01882;0.07227;0;50;60;90;0;0;1;-30;30
1085;1123;0.00201;0.00665;0;50;60;90;0;0;1;-30;30
1085;1124;0.00198;0.0068;0;50;60;90;0;0;1;-30;30
1085;1135;0.01804;0.05949;0;50;60;90;0;0;1;-30;30
1085;1135;0.01771;0.06081;0;50;60;90;0;0;1;-30;30
1085;1136;0.02313;0.07629;0;133.15;159.78;239.67;0;0;1;-30;30
1086;1127;0;0.00022;0;50;60;90;0;0;1;-30;30
1087;1126;6.00E-05;0.00023;0;149.37;179.25;224.06;0;0;1;-30;30
1087;1132;0.0114;0.00562;0;138.89;166.67;208.33;0;0;1;-30;30
1088;1100;0.00709;0.01794;0;85.67;102.81;128.51;0;0;1;-30;30
1088;1101;0.02085;0.05283;0;44.77;53.72;80.58;0;0;1;-30;30
1088;1102;0;0.00022;0;50;60;90;0;0;1;-30;30
1088;1119;0.01054;0.04794;0;66.72;80.06;120.09;0;0;1;-30;30
1089;1099;0.01825;0.04624;0;52.72;63.26;94.89;0;0;1;-30;30
1089;1137;0.0004;0.00188;0;54.57;65.49;98.23;0;0;1;-30;30
1090;1112;0.0061;0.02982;0;50;60;90;0;0;1;-30;30
1090;1135;0.00096;0.00338;0;50;60;90;0;0;1;-30;30
1091;1098;0.03782;0.07534;0;113.66;136.39;204.58;0;0;1;-30;30
1092;1107;0;0.00022;0;50;60;90;0;0;1;-30;30
1093;1097;0.00624;0.03;0;31.56;37.88;56.81;0;0;1;-30;30
1093;1128;0;0.00022;0;50;60;90;0;0;1;-30;30
1094;1121;0.01987;0.04289;0;39.63;47.55;59.44;0;0;1;-30;30
1094;1127;0.00076;0.00198;0;39.54;47.45;59.31;0;0;1;-30;30
1096;1095;0.00125;0.1;0;24.11;28.93;43.39;1.01;0;1;-30;30
1096;1118;0.00125;0.1;0;24.26;29.12;43.67;1.01;0;1;-30;30
1096;1139;0.00125;0.1;0;24.26;29.12;43.67;1.01;0;1;-30;30
1097;1114;0.00447;0.02183;0;82.2;98.64;123.3;0;0;1;-30;30
1097;1132;0.00096;0.00339;0;130.47;156.57;195.71;0;0;1;-30;30
1100;1103;0.01061;0.00521;0;84.44;101.33;126.66;0;0;1;-30;30
1101;1116;4.00E-05;0.00028;0;43.14;51.77;77.65;0;0;1;-30;30
1103;1105;0.00191;0.00075;0;83.45;100.14;125.18;0;0;1;-30;30
1104;1117;0.01691;0.07039;0;103.69;124.43;155.53;0;0;1;-30;30
1105;1106;0;0.00028;0;50;60;90;0;0;1;-30;30
1107;1110;0.0001;0.00033;0;134.1;160.91;201.14;0;0;1;-30;30
1107;1136;8.00E-05;0.0004;0;133.09;159.71;239.57;0;0;1;-30;30
1108;1124;0.03915;0.088;0;30.53;36.64;45.8;0;0;1;-30;30
1108;1127;0.00075;0.00183;0;21.97;26.36;32.95;0;0;1;-30;30
1109;1133;0.00013;0.00057;0;114.43;137.31;171.64;0;0;1;-30;30
1111;1125;0;0.00022;0;50;60;90;0;0;1;-30;30
1112;1135;0.00707;0.03316;0;50;60;90;0;0;1;-30;30
1113;1121;0.00026;0.00109;0;39.97;47.96;59.95;0;0;1;-30;30
1114;1133;0.00013;0.00061;0;81.85;98.22;122.77;0;0;1;-30;30
1115;1116;4.00E-05;0.00028;0;61.32;73.59;91.98;0;0;1;-30;30
1115;1130;0.01787;0.04715;0;62.08;74.5;93.12;0;0;1;-30;30
1119;1138;0.01675;0.06488;0;45.13;54.15;81.23;0;0;1;-30;30
1120;1122;0;0.00028;0;50;60;90;0;0;1;-30;30
1122;1126;0.01347;0.05385;0;150.22;180.26;225.33;0;0;1;-30;30
1123;1134;0.00012;0.00032;0;50;60;90;0;0;1;-30;30
1129;1131;0.00724;0.01495;0;141.18;169.42;211.77;0;0;1;-30;30
1140;1147;0.00158;0.00283;0;57.25;68.69;85.87;0;0;1;-30;30
1140;1148;0;0.00117;0;45.86;55.03;82.54;0;0;1;-30;30
1140;1159;0.00094;0.00334;0;98.29;117.95;147.43;0;0;1;-30;30
1140;1160;0.00063;0.01472;0;50;60;90;0;0;1;-30;30
1141;1142;0.0068;0.04604;0;87.52;105.02;131.28;0;0;1;-30;30
1141;1142;0.00694;0.04516;0;89.15;106.97;133.72;0;0;1;-30;30
1141;1143;0.00063;0.05447;0;50;60;90;0;0;1;-30;30
1141;1145;0.00062;0.05549;0;50;60;90;0;0;1;-30;30
1141;1151;0.00112;0.00725;0;127.73;153.28;191.6;0;0;1;-30;30
1141;1151;0.00125;0.0064;0;143.7;172.44;215.55;0;0;1;-30;30
1141;1154;0.0006;0.04022;0;50;60;90;0;0;1;-30;30
1141;1155;0.0001;0.00022;0;33.75;40.5;60.75;0;0;1;-30;30
1141;1162;0.0006;0.05138;0;50;60;90;0;0;1;-30;30
1141;1957;0.0001;0.01;0;229.85;275.82;344.78;0;0;1;-30;30
1142;1144;0.0015;0.01122;0;235.89;283.07;353.84;0;0;1;-30;30
1142;1144;0.00147;0.01147;0;235.61;282.73;353.41;0;0;1;-30;30
1142;1150;0.0001;0.00022;0;126.18;151.42;189.27;0;0;1;-30;30
1144;1146;0.0019;0.0142;0;270.73;324.88;406.1;0;0;1;-30;30
1144;1146;0.00187;0.01451;0;270.37;324.44;405.55;0;0;1;-30;30
1146;1153;0.00385;0.05232;0;161.51;193.81;290.72;0;0;1;-30;30
1146;1159;0.00552;0.02202;0;170.4;204.48;255.6;0;0;1;-30;30
1146;1159;0.00542;0.02249;0;170.36;204.43;255.54;0;0;1;-30;30
1146;1924;0.0001;0.01;0;258.82;310.59;388.23;0;0;1;-30;30
1147;1159;0.00263;0.00489;0;98.43;118.11;147.64;0;0;1;-30;30
1148;1156;0.00056;0.01502;0;50;60;90;0;0;1;-30;30
1148;1161;0.00076;0.00241;0;46.43;55.71;83.57;0;0;1;-30;30
1149;1161;0;0.00054;0;47.78;57.34;86.01;0;0;1;-30;30
1151;1152;0.00163;0.00832;0;142.93;171.52;214.4;0;0;1;-30;30
1151;1157;0.00389;0.02702;0;208.94;250.73;313.41;0;0;1;-30;30
1152;1157;0.00307;0.01636;0;219.39;263.26;329.08;0;0;1;-30;30
1153;1925;0.0001;0.01;0;171.09;205.3;256.63;0;0;1;-30;30
1157;1158;0.0001;0.00028;0;131.99;158.39;197.99;0;0;1;-30;30
1157;1976;0.0001;0.01;0;240.07;288.08;360.11;0;0;1;-30;30
1163;1222;0.02461;0.07336;0.00802;190.8;228.96;286.2;0;0;1;-30;30
1163;1255;0.03244;0.09513;0.01073;219.26;263.11;328.89;0;0;1;-30;30
1164;1236;0.00068;0.00368;0.00043;125;125;125;0;0;1;-30;30
1235;1165;0.02302;0.7342;0;260;312;390;0.9333;0;1;-30;30
1166;1182;0.03025;0.63507;0;260;312;390;0.9848;0;1;-30;30
1166;1205;0.0037;0.01909;0.00247;190;190;190;0;0;1;-30;30
1166;1237;0.03296;0.70117;0;260;312;390;0.9848;0;1;-30;30
1166;1250;0.03887;0.70675;0;260;312;390;0.9589;0;1;-30;30
1166;1255;0.00349;0.01802;0.00231;190;190;190;0;0;1;-30;30
1172;1167;0.05554;0.84106;0;260;312;390;0.942;0;1;-30;30
1217;1168;0.0064;0.2098;0;260;312;390;1.0606;0;1;-30;30
1169;1222;0.01649;0.04916;0.00537;175.14;210.16;262.7;0;0;1;-30;30
1169;1235;0.00374;0.01116;0.00122;170.87;205.05;256.31;0;0;1;-30;30
1236;1170;0.04394;0.68765;0;260;312;390;0.9848;0;1;-30;30
1222;1171;0.03923;0.62153;0;260;312;390;0.9333;0;1;-30;30
1172;1189;0.0125;0.02353;0.00262;74;74;74;0;0;1;-30;30
1173;1216;0.04169;0.52795;0;260;312;390;0.9333;0;1;-30;30
1173;1254;0.00236;0.00669;0.00079;62;62;62;0;0;1;-30;30
1184;1174;0.02483;0.64283;0;260;312;390;0.9589;0;1;-30;30
1243;1175;0.09662;1.5696;0;260;312;390;0.9489;0;1;-30;30
1180;1176;0.00299;0.09556;0;113;135.6;169.5;0.9638;0;1;-30;30
